Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area,Item
1991,758.0,34468.93,19.36,Mexico,Maize
1994,1761.0,84312.78,24.71,Brazil,Sweet potatoes
1993,1668.0,79821.18,14.93,Japan,Maize
2011,2274.0,17529.44,21.78,Ecuador,Wheat
2006,1976.0,4297.51,24.88,Honduras,"Rice, paddy"
2008,495.0,26857.0,15.75,South Africa,"Rice, paddy"
1995,494.0,7681.0,27.11,Pakistan,Wheat
2007,630.0,1578.0,16.6,Kenya,Sorghum
1990,151.0,62.0,29.71,Niger,Maize
1993,1083.0,66388.0,25.27,India,Sweet potatoes
1998,92.0,39.09,28.52,Mauritania,Sorghum
2001,1761.0,151523.0,22.14,Brazil,"Rice, paddy"
1990,758.0,34468.93,21.46,Mexico,Cassava
2009,1083.0,28707.01,26.76,India,Soybeans
2001,534.0,32710.0,16.63,Australia,Wheat
1997,1761.0,110276.11,27.57,Brazil,"Rice, paddy"
2012,1342.0,22.87,25.28,Central African Republic,Plantains and others
2009,534.0,38065.68,18.18,Australia,Potatoes
2007,1761.0,304031.0,25.95,Brazil,Soybeans
1992,1342.0,0.04,24.81,Central African Republic,Yams
1993,494.0,4945.0,26.51,Pakistan,Potatoes
1995,1083.0,61257.0,25.44,India,Sorghum
1993,1083.0,66388.0,27.07,India,Cassava
2011,1110.0,3441.5,9.42,Austria,Soybeans
2008,608.0,1846.0,9.9,Bulgaria,Sorghum
2000,562.0,69.85,9.68,Armenia,Maize
1990,1668.0,79821.18,16.17,Japan,Yams
1995,494.0,7681.0,27.11,Pakistan,Sweet potatoes
1994,1410.0,4971.0,26.78,Dominican Republic,"Rice, paddy"
2001,1083.0,43720.04,25.82,India,Cassava
2002,494.0,10881.83,27.88,Pakistan,Potatoes
2010,1522.0,9830.72,6.13,Chile,Maize
2013,1976.0,7194.91,24.86,Honduras,Maize
1993,534.0,23899.0,17.42,Australia,Sorghum
1999,1180.0,88.0,23.52,Uganda,Potatoes
2013,2274.0,6471.77,17.28,Ecuador,Sorghum
1992,494.0,5518.0,24.31,Pakistan,Wheat
2004,1113.0,2174.0,10.06,Croatia,Potatoes
2000,867.0,97878.0,11.74,France,Wheat
2001,1761.0,151523.0,19.73,Brazil,Maize
2005,534.0,34310.0,14.38,Australia,Wheat
2010,1761.0,342580.0,26.3,Brazil,"Rice, paddy"
2010,494.0,2968.44,19.52,Pakistan,Sweet potatoes
2013,92.0,26.41,28.24,Mauritania,"Rice, paddy"
2007,1668.0,61164.07,16.53,Japan,Soybeans
2008,1083.0,14485.33,25.35,India,Maize
2011,636.0,53549.0,17.98,Spain,"Rice, paddy"
2013,2274.0,6471.77,21.94,Ecuador,Sweet potatoes
2013,1083.0,45620.0,27.37,India,Wheat
1992,56.0,87.0,19.67,Libya,Potatoes
2006,661.0,1816.0,19.59,Lebanon,Sorghum
1995,495.0,18025.0,20.73,South Africa,Maize
1995,1738.0,3134.0,17.26,Peru,Wheat
2011,788.0,175.27,14.32,Lesotho,Sorghum
2001,2331.0,581.12,27.12,Suriname,"Rice, paddy"
2000,59.0,3024.11,26.62,Saudi Arabia,Sorghum
1996,1537.0,1746.3,6.66,Switzerland,Maize
1997,854.0,12750.0,17.1,Portugal,Wheat
1992,2702.0,825.0,27.4,Indonesia,"Rice, paddy"
1999,216.0,508.0,24.42,Iraq,"Rice, paddy"
2010,1220.0,16770.87,8.4,United Kingdom,Wheat
1992,630.0,3469.0,16.34,Kenya,Potatoes
2002,593.0,27915.0,19.54,Turkey,Maize
2011,2387.0,400.76,27.43,Guyana,Sweet potatoes
1996,495.0,19508.0,20.49,South Africa,Maize
2006,494.0,6925.13,26.73,Pakistan,Sweet potatoes
2000,1732.0,3634.3,13.4,New Zealand,Potatoes
1992,59.0,994.0,24.37,Saudi Arabia,Potatoes
2008,2702.0,1597.0,25.32,Indonesia,Sweet potatoes
2013,1162.0,917.49,11.58,Slovenia,Maize
1997,1537.0,1644.3,7.96,Switzerland,Potatoes
2006,1513.0,109.39,20.09,Madagascar,Wheat
1992,1996.0,12004.33,19.89,Guatemala,Potatoes
2011,56.0,3548.0,19.44,Libya,Maize
1995,1083.0,61257.0,27.24,India,Potatoes
1992,1761.0,67003.89,27.58,Brazil,Sorghum
1993,2702.0,1597.0,26.9,Indonesia,"Rice, paddy"
2011,1761.0,345026.0,18.01,Brazil,Yams
2006,1083.0,37423.0,25.85,India,Wheat
2010,1996.0,14898.25,19.85,Guatemala,"Rice, paddy"
1998,630.0,4114.0,16.53,Kenya,"Rice, paddy"
1998,2274.0,21500.0,22.59,Ecuador,"Rice, paddy"
2005,1187.0,166.16,27.06,Ghana,"Rice, paddy"
2013,1761.0,367778.0,27.11,Brazil,"Rice, paddy"
1994,2702.0,1597.0,27.18,Indonesia,Potatoes
1990,1668.0,79821.18,16.12,Japan,Maize
2013,1083.0,45620.0,27.14,India,Wheat
1996,534.0,31185.0,19.13,Australia,Maize
2001,1761.0,151523.0,24.99,Brazil,Cassava
1992,1738.0,3134.0,17.96,Peru,Cassava
1992,494.0,5518.0,26.91,Pakistan,"Rice, paddy"
1997,2702.0,1597.0,27.26,Indonesia,Sweet potatoes
1992,854.0,6117.0,15.95,Portugal,Yams
1994,534.0,21057.0,19.17,Australia,Soybeans
2008,1083.0,14485.33,27.05,India,Sweet potatoes
1993,59.0,994.0,25.42,Saudi Arabia,Sorghum
1995,207.0,909.0,19.22,Tunisia,Sorghum
1995,1342.0,22.87,25.5,Central African Republic,Maize
1998,494.0,18406.0,27.36,Pakistan,"Rice, paddy"
2010,1761.0,342580.0,19.01,Brazil,Sorghum
1999,1162.0,1133.0,10.51,Slovenia,Wheat
1994,700.0,26330.0,10.43,Germany,Wheat
2011,593.0,39534.43,13.65,Turkey,Maize
2006,758.0,50891.95,17.23,Mexico,Potatoes
2009,636.0,35199.0,17.45,Spain,Soybeans
1999,2280.0,4097.16,26.82,Nicaragua,Sorghum
2010,534.0,42169.39,20.33,Australia,Soybeans
2013,1342.0,22.87,25.69,Central African Republic,"Rice, paddy"
2008,661.0,1816.0,20.24,Lebanon,Sorghum
2007,2702.0,1597.0,26.88,Indonesia,Potatoes
1992,758.0,34468.93,21.92,Mexico,Sorghum
1990,1668.0,79821.18,16.4,Japan,Yams
2008,565.0,54080.5,9.24,Ukraine,Wheat
2001,758.0,31373.3,25.11,Mexico,Cassava
1990,1761.0,49695.0,21.88,Brazil,"Rice, paddy"
1998,758.0,34468.93,25.14,Mexico,Sweet potatoes
1999,1083.0,46195.0,24.9,India,Sweet potatoes
1992,1300.0,2072.03,16.7,Uruguay,"Rice, paddy"
2004,1083.0,35113.0,26.41,India,Sorghum
2008,618.0,8306.31,7.75,Belarus,Maize
2012,748.0,843.0,28.67,Burkina Faso,Soybeans
2010,2331.0,1286.65,27.7,Suriname,"Rice, paddy"
2001,282.0,15.36,27.79,Mali,Sorghum
1993,1500.0,60.11,15.16,Nepal,Maize
1990,832.0,100596.4,12.83,Italy,Wheat
1999,758.0,34468.93,16.09,Mexico,Potatoes
2007,495.0,26857.0,21.07,South Africa,"Rice, paddy"
2013,2702.0,1597.0,27.37,Indonesia,Cassava
1995,1761.0,92967.22,22.07,Brazil,Cassava
2000,1761.0,140423.0,20.32,Brazil,Maize
1998,216.0,755.0,24.33,Iraq,Sorghum
1992,1761.0,67003.89,25.61,Brazil,Potatoes
2013,656.0,2515.69,7.42,Lithuania,Maize
2009,2702.0,1597.0,26.98,Indonesia,Sweet potatoes
2001,216.0,837.47,24.45,Iraq,Soybeans
2002,1083.0,42482.56,27.03,India,"Rice, paddy"
2009,565.0,36444.7,8.82,Ukraine,Wheat
1996,1113.0,3148.0,9.24,Croatia,Soybeans
2010,1410.0,6316.61,27.01,Dominican Republic,Sorghum
2013,2274.0,6471.77,21.94,Ecuador,Cassava
1998,151.0,36.0,29.97,Niger,Potatoes
1991,637.0,19898.0,10.55,Romania,Maize
2012,1180.0,88.0,24.03,Uganda,Plantains and others
2011,534.0,47632.99,17.71,Australia,Potatoes
2011,1083.0,55540.0,25.36,India,Potatoes
1994,1083.0,61357.0,26.74,India,Cassava
1998,59.0,2683.37,26.48,Saudi Arabia,Maize
2010,1622.0,68986.0,28.54,Thailand,Maize
2008,636.0,40719.0,11.92,Spain,"Rice, paddy"
2000,1440.0,27.85,26.76,Haiti,Potatoes
1998,2702.0,1597.0,27.72,Indonesia,Sweet potatoes
1999,758.0,34468.93,16.09,Mexico,Maize
1995,1212.0,188.2,19.81,Rwanda,"Rice, paddy"
1997,416.0,17.0,19.26,Botswana,Maize
2012,2702.0,1597.0,27.49,Indonesia,Potatoes
2010,1761.0,342580.0,24.95,Brazil,Wheat
1997,1668.0,79821.18,15.76,Japan,Wheat
2007,636.0,39286.0,17.24,Spain,Wheat
2005,591.0,65437.73,17.32,Argentina,Soybeans
2012,1668.0,54716.4,15.21,Japan,Potatoes
1990,346.0,9364.0,18.29,Morocco,Sorghum
2000,1083.0,44957.52,27.23,India,Potatoes
2011,700.0,43754.35,9.73,Germany,Wheat
1993,593.0,28042.0,13.32,Turkey,Soybeans
2005,59.0,3875.97,26.27,Saudi Arabia,Wheat
1996,1500.0,70.43,15.37,Nepal,Maize
2009,1410.0,5975.25,26.91,Dominican Republic,Yams
1990,758.0,34468.93,24.79,Mexico,"Rice, paddy"
2005,3240.0,117881.45,22.69,Colombia,Wheat
2008,758.0,61732.11,17.21,Mexico,Potatoes
2010,656.0,1803.77,6.14,Lithuania,Wheat
2002,534.0,26651.0,12.31,Australia,Sweet potatoes
2011,758.0,65961.1,23.55,Mexico,Sweet potatoes
1997,2274.0,7612.0,17.82,Ecuador,Potatoes
1990,1440.0,17.14,27.11,Haiti,"Rice, paddy"
2000,758.0,34468.93,23.07,Mexico,Wheat
2001,1976.0,1141.0,24.4,Honduras,"Rice, paddy"
2001,2274.0,7344.0,21.51,Ecuador,Wheat
1997,1784.0,3164.62,26.48,El Salvador,Maize
2010,250.0,6283.85,6.96,Kazakhstan,"Rice, paddy"
2013,758.0,59920.18,24.19,Mexico,Cassava
1991,537.0,29477.5,5.46,Canada,Potatoes
2012,51.0,13991.0,22.48,Egypt,Soybeans
2000,630.0,1998.0,16.73,Kenya,Yams
1998,59.0,2683.37,26.73,Saudi Arabia,Maize
1995,51.0,4391.0,20.62,Egypt,Potatoes
2007,1187.0,119.86,27.16,Ghana,Sweet potatoes
2010,534.0,42169.39,20.33,Australia,Potatoes
1997,3240.0,16005.0,27.54,Colombia,Wheat
1998,758.0,34468.93,20.31,Mexico,Maize
1992,1083.0,70791.0,26.78,India,Cassava
2009,593.0,37651.15,14.95,Turkey,Soybeans
1995,495.0,18025.0,20.73,South Africa,Sweet potatoes
1995,778.0,12601.0,10.25,Netherlands,Potatoes
2005,624.0,2132.0,7.72,Sweden,Wheat
2011,1342.0,22.87,25.23,Central African Republic,Potatoes
2000,565.0,27343.71,8.82,Ukraine,"Rice, paddy"
1992,536.0,1372.0,5.8,Finland,Wheat
1995,56.0,87.0,20.03,Libya,Potatoes
1994,3240.0,17051.34,22.33,Colombia,Sorghum
2011,758.0,65961.1,16.64,Mexico,Sweet potatoes
1998,1180.0,88.0,23.97,Uganda,Soybeans
2002,1032.0,17.4,21.96,Mozambique,Maize
1992,748.0,29.1,28.06,Burkina Faso,Sweet potatoes
1997,1180.0,88.0,24.04,Uganda,Plantains and others
1997,2702.0,1597.0,27.62,Indonesia,Soybeans
2002,1761.0,145552.0,19.49,Brazil,"Rice, paddy"
2002,1083.0,42482.56,24.91,India,Wheat
2013,1996.0,20489.4,20.37,Guatemala,Maize
2006,1784.0,2265.72,26.14,El Salvador,Cassava
2012,2280.0,4413.82,26.91,Nicaragua,Potatoes
2011,652.0,8189.8,17.67,Greece,Sorghum
2012,758.0,64512.22,17.2,Mexico,Wheat
2012,748.0,843.0,28.67,Burkina Faso,Yams
2005,1513.0,114.51,20.05,Madagascar,Soybeans
1997,1668.0,79821.18,15.37,Japan,Soybeans
2002,2387.0,289.9,27.17,Guyana,Yams
2011,637.0,6582.9,11.26,Romania,Sorghum
1993,758.0,34468.93,21.04,Mexico,Sorghum
2012,534.0,48687.88,17.47,Australia,Wheat
2005,1083.0,35342.0,26.73,India,Maize
2000,1220.0,33031.28,9.97,United Kingdom,Potatoes
1996,589.0,6946.0,9.44,Hungary,Sorghum
2009,1212.0,1187.6,19.84,Rwanda,"Rice, paddy"
1995,537.0,32223.4,5.47,Canada,Maize
2001,1083.0,43720.04,25.33,India,Wheat
2009,1300.0,13475.41,16.96,Uruguay,Sweet potatoes
2013,593.0,39440.0,19.21,Turkey,Maize
2006,593.0,27421.0,14.11,Turkey,"Rice, paddy"
2009,1485.0,1132.5,16.73,Albania,Maize
1999,1784.0,2854.16,25.67,El Salvador,Soybeans
2013,1712.0,2469.47,26.84,Sudan,Maize
2006,652.0,7505.3,17.78,Greece,Sorghum
2012,537.0,73508.9,7.85,Canada,Wheat
1999,1513.0,49.52,19.82,Madagascar,Sweet potatoes
2012,1738.0,18885.82,17.68,Peru,Maize
1994,758.0,34468.93,22.83,Mexico,Wheat
1997,1604.0,630.12,24.98,Cameroon,Plantains and others
2004,591.0,65003.34,17.67,Argentina,Soybeans
1997,534.0,34091.0,18.94,Australia,Soybeans
2000,1996.0,9665.14,19.47,Guatemala,Soybeans
2007,534.0,32446.25,17.49,Australia,Sweet potatoes
2006,2331.0,1483.84,27.34,Suriname,Soybeans
2005,1500.0,127.99,15.53,Nepal,Soybeans
1992,1761.0,67003.89,21.35,Brazil,Sorghum
1995,1083.0,61257.0,25.76,India,Soybeans
2000,1083.0,44957.52,27.08,India,Wheat
2004,2875.0,39406.48,27.35,Malaysia,"Rice, paddy"
1997,1500.0,80.75,14.5,Nepal,Soybeans
1999,1212.0,152.0,19.35,Rwanda,Potatoes
2013,1020.0,1670.0,20.14,Zambia,Sweet potatoes
1993,758.0,34468.93,19.73,Mexico,Wheat
1991,1180.0,72.0,23.3,Uganda,Sweet potatoes
2007,1604.0,918.88,25.49,Cameroon,Plantains and others
1996,1761.0,101621.67,20.18,Brazil,Soybeans
2010,534.0,42169.39,12.37,Australia,Potatoes
2005,1083.0,35342.0,26.72,India,Cassava
2001,1761.0,151523.0,24.99,Brazil,Wheat
2002,656.0,792.6,7.26,Lithuania,Maize
1996,89.0,479.77,16.76,Algeria,Sorghum
1998,1761.0,118930.56,26.08,Brazil,Sorghum
2000,216.0,548.0,20.28,Iraq,Sorghum
2012,495.0,26857.0,19.14,South Africa,"Rice, paddy"
1995,1083.0,61257.0,26.01,India,Potatoes
2004,1761.0,214725.0,20.05,Brazil,Potatoes
2000,593.0,33471.0,17.97,Turkey,Soybeans
1998,1668.0,79821.18,16.39,Japan,Sweet potatoes
2005,1083.0,35342.0,26.83,India,Maize
1992,1181.0,173.19,20.89,Malawi,"Rice, paddy"
1997,2702.0,1597.0,26.83,Indonesia,Soybeans
2004,1083.0,35113.0,25.25,India,Wheat
1997,216.0,848.0,22.74,Iraq,Wheat
1999,495.0,26098.8,16.09,South Africa,Sweet potatoes
2011,591.0,100424.62,17.58,Argentina,Maize
2010,2702.0,1597.0,27.46,Indonesia,"Rice, paddy"
2007,593.0,48715.51,14.98,Turkey,Maize
2002,2274.0,1302.49,17.78,Ecuador,Sorghum
2004,1181.0,48.28,20.44,Malawi,Plantains and others
1998,1083.0,49157.0,24.84,India,Sweet potatoes
1993,2387.0,289.9,26.95,Guyana,Cassava
2001,758.0,31373.3,15.98,Mexico,Sweet potatoes
2005,534.0,34310.0,20.71,Australia,Sorghum
2004,89.0,3747.86,17.38,Algeria,"Rice, paddy"
2001,1761.0,151523.0,27.08,Brazil,Potatoes
2009,51.0,9013.0,22.63,Egypt,Maize
2000,630.0,1998.0,16.73,Kenya,Sorghum
2013,1083.0,45620.0,27.11,India,Maize
2005,1410.0,3515.56,27.03,Dominican Republic,Yams
2002,537.0,34226.0,5.47,Canada,Potatoes
2009,832.0,74172.0,13.28,Italy,Maize
2012,494.0,990.09,27.23,Pakistan,Sorghum
2010,1668.0,55576.0,13.82,Japan,Yams
1991,1761.0,58349.44,24.25,Brazil,Yams
2002,1761.0,145552.0,25.18,Brazil,Maize
2006,1083.0,37423.0,26.13,India,Maize
2001,1522.0,13156.09,13.16,Chile,Sweet potatoes
2013,700.0,43756.1,6.0,Germany,Soybeans
2006,591.0,65872.12,18.1,Argentina,Sorghum
1991,1604.0,99.09,24.99,Cameroon,Potatoes
1997,494.0,16936.0,18.62,Pakistan,Maize
1994,1651.0,39.0,27.03,Guinea,Cassava
1997,562.0,41.46,9.1,Armenia,Potatoes
2001,1083.0,43720.04,27.56,India,Soybeans
1996,1083.0,56114.0,26.46,India,Sweet potatoes
2007,495.0,26857.0,21.07,South Africa,Potatoes
1990,661.0,1221.0,19.4,Lebanon,Potatoes
1992,1212.0,97.0,19.54,Rwanda,Sweet potatoes
2002,495.0,26857.0,15.88,South Africa,Potatoes
1995,1976.0,7800.0,24.95,Honduras,Potatoes
2011,636.0,53549.0,13.28,Spain,Wheat
2008,636.0,40719.0,11.92,Spain,Wheat
2011,1761.0,345026.0,25.89,Brazil,"Rice, paddy"
1994,1212.0,157.8,19.55,Rwanda,Sweet potatoes
2007,591.0,81582.64,16.71,Argentina,Sweet potatoes
1998,1212.0,157.0,19.79,Rwanda,Sweet potatoes
2011,51.0,12945.0,21.99,Egypt,Wheat
2010,1083.0,40093.69,26.82,India,Cassava
1994,447.0,148.68,11.32,Azerbaijan,Maize
1994,1738.0,3134.0,17.31,Peru,Soybeans
1998,593.0,30162.0,19.92,Turkey,"Rice, paddy"
2007,1651.0,400.55,27.28,Guinea,Sweet potatoes
2012,1761.0,346583.0,26.13,Brazil,Sweet potatoes
1992,1761.0,67003.89,18.72,Brazil,Sorghum
1998,1220.0,35422.0,8.56,United Kingdom,Wheat
1990,1668.0,79821.18,16.4,Japan,Maize
1994,1032.0,102.26,21.35,Mozambique,Sweet potatoes
2012,758.0,64512.22,23.5,Mexico,Potatoes
2010,537.0,61050.0,9.47,Canada,Potatoes
1998,537.0,41275.6,8.72,Canada,Soybeans
2005,2702.0,1597.0,27.77,Indonesia,Soybeans
1999,2274.0,14216.0,21.21,Ecuador,Plantains and others
1993,854.0,8985.0,15.33,Portugal,Sweet potatoes
2011,641.0,1070.5,7.25,Latvia,Wheat
2011,758.0,65961.1,23.55,Mexico,Maize
2007,3240.0,82439.06,27.45,Colombia,Maize
2006,1083.0,37423.0,27.47,India,Wheat
1995,1032.0,72.19,21.89,Mozambique,"Rice, paddy"
1994,637.0,21811.0,12.7,Romania,Wheat
2013,1761.0,367778.0,27.71,Brazil,Sorghum
2013,250.0,8738.38,5.49,Kazakhstan,Wheat
1992,656.0,1380.0,7.04,Lithuania,Maize
1995,1410.0,3449.0,26.78,Dominican Republic,Sweet potatoes
1998,494.0,18406.0,19.15,Pakistan,Sorghum
1990,758.0,34468.93,16.69,Mexico,Cassava
1991,346.0,9771.14,17.25,Morocco,Soybeans
2004,383.0,27.63,24.79,Eritrea,Wheat
1998,1522.0,15373.0,6.28,Chile,Maize
2006,1083.0,37423.0,26.39,India,"Rice, paddy"
1999,758.0,34468.93,25.03,Mexico,Sweet potatoes
2006,1083.0,37423.0,27.15,India,Soybeans
1997,2666.0,2035.0,25.55,Bangladesh,Wheat
1991,1761.0,58349.44,17.95,Brazil,Sweet potatoes
2001,534.0,32710.0,14.18,Australia,Sorghum
1994,1414.0,848.0,2.74,Norway,Wheat
1996,494.0,11955.0,26.5,Pakistan,Sorghum
1995,593.0,27328.0,12.06,Turkey,Soybeans
2009,2280.0,9387.95,27.23,Nicaragua,Yams
1994,589.0,9574.0,11.58,Hungary,Soybeans
2002,1500.0,132.36,15.44,Nepal,Wheat
2006,2274.0,7953.42,17.6,Ecuador,Plantains and others
2007,1083.0,27422.77,25.44,India,Cassava
1999,1440.0,26.32,27.01,Haiti,Potatoes
2012,495.0,26857.0,19.14,South Africa,Potatoes
2001,1522.0,13156.09,13.16,Chile,Wheat
2006,661.0,1816.0,19.59,Lebanon,Maize
1997,495.0,21596.0,18.64,South Africa,Sweet potatoes
2004,1083.0,35113.0,26.22,India,Sweet potatoes
2002,3240.0,84023.26,22.73,Colombia,Wheat
2011,758.0,65961.1,16.26,Mexico,Sorghum
1990,92.0,39.09,27.67,Mauritania,Maize
1991,494.0,5962.0,26.98,Pakistan,Potatoes
2002,591.0,64134.56,17.58,Argentina,Maize
2011,494.0,1979.27,23.36,Pakistan,Potatoes
1998,652.0,10702.0,18.15,Greece,"Rice, paddy"
1997,2274.0,7612.0,17.82,Ecuador,Cassava
2001,1761.0,151523.0,25.59,Brazil,Yams
1991,1537.0,2055.9,7.24,Switzerland,Maize
2002,1180.0,88.0,23.99,Uganda,Soybeans
1996,346.0,11806.86,17.97,Morocco,Sweet potatoes
2000,1342.0,22.87,25.4,Central African Republic,Cassava
1993,1976.0,6768.0,24.58,Honduras,Sweet potatoes
2004,1410.0,3713.96,26.71,Dominican Republic,Yams
1998,748.0,111.41,28.95,Burkina Faso,Maize
1995,3142.0,105.0,25.44,Papua New Guinea,Sweet potatoes
2010,346.0,13697.0,18.87,Morocco,Soybeans
2008,1083.0,14485.33,26.19,India,Soybeans
2000,1083.0,44957.52,25.35,India,Sorghum
2012,608.0,1331.0,9.99,Bulgaria,Sorghum
1997,593.0,34431.0,17.2,Turkey,Soybeans
1999,1668.0,79821.18,13.78,Japan,Soybeans
2009,383.0,27.63,25.3,Eritrea,Maize
2013,2702.0,1597.0,25.48,Indonesia,Maize
2007,636.0,39286.0,17.41,Spain,"Rice, paddy"
1997,1761.0,110276.11,20.77,Brazil,Cassava
2009,494.0,3957.61,26.68,Pakistan,"Rice, paddy"
1994,151.0,62.0,29.05,Niger,Wheat
2008,2041.0,781.32,24.19,Mauritius,Maize
1998,1761.0,118930.56,22.35,Brazil,Yams
2010,1761.0,342580.0,22.12,Brazil,"Rice, paddy"
1992,758.0,34468.93,21.92,Mexico,Sweet potatoes
1996,758.0,34468.93,16.08,Mexico,Sorghum
1997,832.0,84799.0,8.18,Italy,Maize
2007,1668.0,61164.07,16.03,Japan,Soybeans
1991,1220.0,29022.0,9.24,United Kingdom,Wheat
1990,1738.0,3134.0,16.84,Peru,Cassava
1993,1212.0,127.4,19.53,Rwanda,Soybeans
2009,1761.0,335742.0,22.25,Brazil,"Rice, paddy"
1997,534.0,34091.0,13.93,Australia,Potatoes
2005,534.0,34310.0,16.93,Australia,"Rice, paddy"
2006,1180.0,88.0,23.95,Uganda,Maize
2012,1500.0,410.32,15.2,Nepal,Maize
1990,1784.0,2524.0,26.06,El Salvador,Soybeans
2005,2331.0,1426.37,27.7,Suriname,Sweet potatoes
1994,2274.0,2670.0,21.46,Ecuador,Sorghum
1993,1083.0,66388.0,27.24,India,Sorghum
2009,494.0,3957.61,25.37,Pakistan,Soybeans
2004,1083.0,35113.0,26.63,India,Sweet potatoes
2001,624.0,1789.0,7.48,Sweden,Potatoes
2009,51.0,9013.0,22.63,Egypt,Wheat
1997,832.0,84799.0,13.13,Italy,Soybeans
1998,346.0,12621.14,18.21,Morocco,Sweet potatoes
2001,1976.0,1141.0,24.4,Honduras,Wheat
1991,1761.0,58349.44,25.06,Brazil,Sweet potatoes
2012,216.0,1979.27,20.7,Iraq,Wheat
2002,534.0,26651.0,12.31,Australia,Potatoes
1992,1440.0,11.52,26.81,Haiti,Potatoes
2007,1342.0,22.87,25.88,Central African Republic,Cassava
1998,758.0,34468.93,23.61,Mexico,Potatoes
2012,1113.0,1737.47,11.12,Croatia,Maize
1999,250.0,4720.28,7.09,Kazakhstan,Sorghum
1995,89.0,2697.09,17.36,Algeria,Maize
2001,346.0,13842.57,18.56,Morocco,Wheat
1994,2274.0,2670.0,17.4,Ecuador,Sweet potatoes
2004,3142.0,105.0,25.23,Papua New Guinea,Maize
1990,1083.0,75000.0,25.79,India,"Rice, paddy"
1995,636.0,27852.0,12.99,Spain,Wheat
1999,832.0,81583.0,12.95,Italy,Sweet potatoes
2005,1500.0,127.99,15.53,Nepal,Maize
1993,1761.0,75658.33,21.94,Brazil,Yams
1995,3240.0,20156.23,22.27,Colombia,Wheat
2010,1083.0,40093.69,27.69,India,Sorghum
2005,494.0,7914.31,26.04,Pakistan,Wheat
2000,593.0,33471.0,12.03,Turkey,Soybeans
2012,1604.0,1372.47,25.18,Cameroon,Yams
2011,565.0,79491.7,8.48,Ukraine,Soybeans
1998,562.0,50.92,10.28,Armenia,Wheat
2005,534.0,34310.0,20.71,Australia,"Rice, paddy"
2001,1220.0,32893.1,9.25,United Kingdom,Wheat
2000,758.0,34468.93,21.12,Mexico,"Rice, paddy"
1994,2274.0,2670.0,21.46,Ecuador,"Rice, paddy"
2001,1083.0,43720.04,25.53,India,Cassava
1998,495.0,24304.0,21.22,South Africa,Sorghum
1996,1187.0,1575.5,26.61,Ghana,Plantains and others
2007,748.0,292.05,28.96,Burkina Faso,Potatoes
2011,1083.0,55540.0,25.16,India,Potatoes
2012,630.0,1578.0,16.84,Kenya,"Rice, paddy"
1994,2274.0,2670.0,17.4,Ecuador,Wheat
2013,1712.0,2469.47,30.65,Sudan,Sorghum
2002,636.0,40727.0,12.52,Spain,Sweet potatoes
1999,2666.0,2532.0,26.31,Bangladesh,"Rice, paddy"
2006,1083.0,37423.0,25.31,India,Wheat
2011,686.0,741.85,25.41,Senegal,Cassava
1991,495.0,16582.0,18.86,South Africa,Soybeans
2001,2051.0,909.71,27.27,Jamaica,Yams
2006,591.0,65872.12,18.35,Argentina,Sorghum
2012,494.0,990.09,18.74,Pakistan,Potatoes
1992,1220.0,31077.0,9.11,United Kingdom,Wheat
2010,534.0,42169.39,19.09,Australia,Potatoes
1995,447.0,148.68,12.81,Azerbaijan,"Rice, paddy"
1998,1996.0,10834.74,20.36,Guatemala,Soybeans
1998,1410.0,4375.0,27.14,Dominican Republic,Plantains and others
1992,867.0,85249.0,11.15,France,Soybeans
2008,630.0,1578.0,16.66,Kenya,Wheat
2005,1537.0,1388.3,7.49,Switzerland,Maize
2012,1110.0,3563.3,9.42,Austria,Soybeans
2008,618.0,8306.31,7.75,Belarus,Wheat
2001,1180.0,88.0,23.47,Uganda,Wheat
2012,2331.0,633.92,27.4,Suriname,Plantains and others
2011,74.0,68.0,28.23,Qatar,Wheat
2010,1083.0,40093.69,27.16,India,"Rice, paddy"
2005,1761.0,232232.0,20.78,Brazil,Wheat
2006,626.0,452.0,6.7,Estonia,Potatoes
1995,74.0,4.0,27.16,Qatar,Wheat
1997,636.0,34023.0,17.66,Spain,"Rice, paddy"
1997,1712.0,1622.4,26.66,Sri Lanka,Soybeans
1990,534.0,17866.0,18.05,Australia,"Rice, paddy"
2004,1784.0,2078.01,26.2,El Salvador,Cassava
1993,89.0,1021.89,17.0,Algeria,"Rice, paddy"
2009,51.0,9013.0,22.63,Egypt,Potatoes
1999,1976.0,2387.0,24.41,Honduras,Sorghum
1991,1083.0,72133.0,25.96,India,Maize
2000,1083.0,44957.52,26.43,India,Maize
2012,758.0,64512.22,19.71,Mexico,Soybeans
2000,1274.0,109.87,21.32,Burundi,Yams
1992,494.0,5518.0,18.34,Pakistan,"Rice, paddy"
2008,92.0,17.22,28.14,Mauritania,Sweet potatoes
1990,636.0,39562.0,17.3,Spain,"Rice, paddy"
2004,591.0,65003.34,18.11,Argentina,"Rice, paddy"
1999,1732.0,2535.3,13.87,New Zealand,Maize
2005,1292.0,315.74,25.43,Bahamas,Cassava
2006,1083.0,37423.0,26.13,India,Potatoes
2005,1083.0,35342.0,26.73,India,Potatoes
2002,2331.0,986.25,27.14,Suriname,Soybeans
1992,346.0,10178.29,17.56,Morocco,Wheat
2013,1668.0,52794.3,16.3,Japan,Sweet potatoes
